state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,load
Florida,25,2040,208412.06,352203.72,31615877.93,63744690.23,6632315.14,0.00,17993524.63,5999143.42,51656354.21,5687497.12,0.00,0.00,295827371.92
Georgia,25,2040,4182738.39,240341.85,9999906.38,85271209.08,25169596.42,0.00,13846215.02,570739.03,10031015.51,0.00,197006.85,0.00,138285357.99
Idaho,25,2040,10449604.94,11446.09,12554.82,0.00,0.00,145943.13,64336.66,32944.32,0.00,0.00,2883250.81,0.00,24944396.24
Illinois,25,2040,2834969.39,78716.62,1245396.86,37353640.47,62607790.08,0.00,2739143.42,374254.32,0.00,0.00,78184842.17,0.00,145181393.20
Indiana,25,2040,2558734.89,758189.14,1372694.33,35948313.93,0.00,0.00,22169876.10,349295.26,0.00,0.00,63612420.48,0.00,111513596.46
Iowa,25,2040,4193288.71,0.00,366581.21,5138127.20,0.00,0.00,764321.46,551821.65,0.00,0.00,77552539.48,0.00,40298901.17
Kansas,25,2040,3845.33,42517.69,0.00,7527484.01,9217257.98,0.00,2038589.10,752395.89,2334497.23,0.00,74777647.77,0.00,43397540.85
Kentucky,25,2040,4531578.59,2957.13,374675.95,77391206.94,0.00,0.00,13916605.01,78991.81,483877.64,0.00,40734.78,0.00,71197308.32
Louisiana,25,2040,403837.67,0.00,2388689.11,9824846.35,16790270.98,0.00,13047668.27,1018146.98,256821.10,0.00,0.00,0.00,77864458.08
Maine,25,2040,8649300.94,0.00,656803.89,68384.02,0.00,0.00,2661813.06,272578.65,0.00,0.00,1064936.48,1390295.34,12354731.25
Maryland,25,2040,1834543.72,0.00,1500482.12,29054068.03,0.00,0.00,2700583.46,814501.16,1416917.70,0.00,12401996.05,19766632.85,55562392.10
Massachusetts,25,2040,812127.33,0.00,2000303.89,1406907.68,0.00,0.00,4046845.02,662920.77,7243.54,0.00,747046.40,15447269.79,60144242.90
Michigan,25,2040,1391208.89,185089.11,2235711.20,44027889.94,8782481.66,0.00,7578170.93,483040.06,0.00,0.00,97774975.14,0.00,150429745.82
Minnesota,25,2040,17719714.92,0.00,122602.41,2571044.86,0.00,0.00,4400101.40,219413.60,0.00,0.00,84091657.91,0.00,72185470.22
Mississippi,25,2040,0.00,3313.71,3108913.65,7778187.94,10007760.38,0.00,17437250.54,76668.81,3553148.35,0.00,0.00,0.00,43390172.97
Missouri,25,2040,1526536.17,72116.32,855998.44,20520658.58,9406978.56,0.00,3112340.89,718978.21,0.00,0.00,7084521.19,0.00,109677383.41
Montana,25,2040,9539659.93,0.00,0.00,33629.84,0.00,0.00,12017.88,193629.19,0.00,0.00,22975492.99,0.00,15052020.20
Nebraska,25,2040,807234.00,27187.86,129485.90,2838910.75,0.00,0.00,506475.46,277750.59,0.00,0.00,31269721.71,0.00,24078879.85
Nevada,25,2040,2155924.44,0.00,0.00,52435.37,0.00,30488807.61,5392.61,3138551.60,1362778.46,12630934.10,11237707.51,0.00,42307539.27
New Hampshire,25,2040,1094256.22,0.00,694630.24,534.10,9644919.78,0.00,1646763.72,69528.21,8431.38,0.00,124640.73,0.00,9775020.23
New Jersey,25,2040,29771.06,0.00,797505.92,10533452.11,17319907.58,0.00,2684631.98,1261898.56,0.00,0.00,1315386.28,54734238.95,91655517.08
New Mexico,25,2040,203969.06,11416.93,5229.01,596867.57,0.00,9422170.91,173946.24,1020003.73,2563782.32,77083757.13,31591182.31,0.00,45353742.37
New York,25,2040,33158143.06,519006.50,7110581.32,25392536.03,0.00,0.00,10751817.33,4970676.88,0.00,0.00,34232512.88,15517449.89,149566634.70
North Carolina,25,2040,4621919.17,38220.15,269024.72,45286945.76,24505574.40,0.00,9323462.18,1242058.33,0.00,0.00,10940591.55,50571515.32,125686916.59
North Dakota,25,2040,2674618.69,0.00,0.00,957485.12,0.00,0.00,541114.00,27660.93,0.00,0.00,27479713.12,0.00,13166171.87
Ohio,25,2040,575786.01,0.00,1430037.01,122917440.42,9762704.64,0.00,22792559.75,119713.67,0.00,0.00,38196937.84,0.00,150117657.46
Oklahoma,25,2040,2608900.50,21391.18,2378592.55,16634404.32,0.00,0.00,6500891.82,916933.83,664622.80,1650422.23,57236725.55,0.00,70629227.41
Oregon,25,2040,36950715.67,1754.06,0.00,201732.95,0.00,8781473.78,363519.59,425479.48,0.00,0.00,26160882.59,0.00,61841374.04
Pennsylvania,25,2040,2694807.46,178861.78,10311619.51,95083231.53,42402548.74,0.00,8976439.46,1350187.78,0.00,0.00,17598576.26,1694983.39,181979651.97
Rhode Island,25,2040,9787.33,0.00,2571156.82,0.00,0.00,0.00,347523.05,375649.73,1852291.63,0.00,56542.90,2895307.44,12225735.40
South Carolina,25,2040,2584177.11,101020.11,1021163.40,25855345.80,25485797.38,0.00,10387174.20,160349.59,3037427.46,0.00,3691608.80,11915361.14,89615885.83
South Dakota,25,2040,5109845.50,17044.52,0.00,15396.31,0.00,0.00,202381.30,143391.85,0.00,0.00,29951829.61,0.00,12564103.34
Tennessee,25,2040,9100500.00,54918.76,0.00,25899614.45,26861271.55,0.00,17515063.96,118821.98,327480.40,0.00,450241.69,0.00,151952555.59
Texas,25,2040,1413257.72,215619.59,16294622.62,67661969.86,38418416.64,0.00,18566979.27,9580878.87,46660141.36,49797956.49,67122420.41,6100199.12,407096575.30
Utah,25,2040,720236.78,29299.99,10214.33,681031.68,0.00,9779224.79,62226.15,610417.98,0.00,653108.63,5553059.13,0.00,34585598.58
Vermont,25,2040,42500575.56,0.00,0.00,0.00,0.00,0.00,646604.71,62181.53,0.00,0.00,114138.55,0.00,7110294.71
Virginia,25,2040,1340444.45,954206.72,3286127.74,16949464.87,7193571.84,0.00,8880354.71,589860.56,0.00,0.00,12376043.69,12703198.87,131623652.21
Washington,25,2040,78845542.22,9299.09,24085.59,471750.20,6735539.60,0.00,1138477.83,2300718.04,0.00,0.00,37405294.37,0.00,99579244.92
West Virginia,25,2040,693700.00,0.00,0.00,50832872.43,0.00,0.00,6197451.92,29838.61,0.00,0.00,11730036.59,0.00,39534942.94
Wisconsin,25,2040,3139786.10,83990.82,905075.11,2512163.80,0.00,0.00,4050402.85,363774.24,0.00,0.00,18969522.38,0.00,56400157.22
Wyoming,25,2040,867751.28,778.43,0.00,576264.10,0.00,0.00,80608.24,144639.67,0.00,0.00,37485410.23,0.00,12543499.24
Alabama,25,2042,9299939.56,0.00,3702739.97,51827344.97,6798320.64,0.00,17174680.12,204270.57,0.00,0.00,9695.34,0.00,97465119.96
Arizona,25,2042,8141185.44,0.00,1527.20,85281.66,23077114.02,0.00,62601.29,9044042.83,7038446.31,105649206.34,23462436.42,0.00,107031761.17
Arkansas,25,2042,3122326.67,0.00,1760941.08,2545565.75,7889213.95,0.00,11284213.76,87758.65,1475255.54,0.00,3834121.84,0.00,43743558.57
California,25,2042,34941689.67,76219.81,0.00,0.00,24098493.75,118630061.58,4675730.35,26797498.01,22413925.26,100611167.15,29227010.91,0.00,314023586.36
Colorado,25,2042,1593103.59,0.00,54396.46,365475.06,0.00,0.00,124014.36,4218027.71,0.00,28498004.37,27783236.70,0.00,57046333.72
Connecticut,25,2042,396320.06,0.00,2005281.84,915690.41,9130302.72,0.00,2837348.31,1181340.42,841125.15,0.00,0.00,0.00,33341829.97
Delaware,25,2042,0.00,0.00,267273.26,4023731.13,0.00,0.00,54426.41,415529.38,0.00,0.00,515516.93,6407862.24,9433253.55
Florida,25,2042,484623.16,350893.13,25925074.11,61272760.05,6632315.14,0.00,18621639.41,6875906.74,52515901.88,5687497.12,0.00,0.00,297472300.67
Georgia,25,2042,4182738.39,247376.93,9078467.83,84184647.92,25169596.42,0.00,13846215.02,715660.31,10031015.51,0.00,197006.85,0.00,138247831.36
Idaho,25,2042,10449604.94,11624.51,11717.83,0.00,0.00,145943.13,64336.66,40136.98,0.00,0.00,2897607.30,0.00,25021548.18
Illinois,25,2042,2834969.39,78233.16,1128528.18,22081060.86,62607790.08,0.00,40103465.09,419481.57,0.00,0.00,78204801.41,0.00,144502910.51
Indiana,25,2042,2558734.89,716358.80,1372998.06,34359733.38,0.00,0.00,23476930.02,374521.51,0.00,0.00,63612420.48,0.00,110605820.51
Iowa,25,2042,4193288.71,0.00,342142.46,4745856.51,0.00,0.00,764767.88,582177.77,0.00,0.00,78103462.43,0.00,40040271.00
Kansas,25,2042,3845.33,39683.17,0.00,5388982.66,9217257.98,0.00,2074118.47,791122.72,2334497.23,0.00,74777647.77,0.00,43251730.92
Kentucky,25,2042,4531578.59,2958.10,317410.60,70718510.85,0.00,0.00,13871117.54,93515.90,483877.64,0.00,40802.18,0.00,70688339.09
Louisiana,25,2042,403837.67,0.00,2196506.12,5563040.19,16790270.98,0.00,13100285.09,1057935.86,256821.10,0.00,0.00,0.00,77540292.76
Maine,25,2042,8649300.94,0.00,471646.53,32404.66,0.00,0.00,3068202.73,292996.73,0.00,0.00,1064936.48,1390295.34,12319817.80
Maryland,25,2042,1834543.72,0.00,1593981.22,28391931.47,0.00,0.00,2700583.46,913939.19,1416917.70,0.00,12401996.05,24119264.40,55558696.39
Massachusetts,25,2042,812127.33,0.00,1866950.30,808968.90,0.00,0.00,4046845.02,725785.32,7243.54,0.00,747046.40,15447269.79,59972256.95
Michigan,25,2042,1391208.89,163961.51,1599720.29,35315437.32,8782481.66,0.00,7578498.46,541487.01,0.00,0.00,97774975.14,0.00,149348542.37
Minnesota,25,2042,17720492.94,0.00,133500.40,2565739.38,0.00,0.00,5001123.45,281000.84,0.00,0.00,84311071.40,0.00,71978666.55
Mississippi,25,2042,0.00,4185.88,2902118.60,7387571.39,10007760.38,0.00,17437231.47,91308.09,3553148.35,0.00,0.00,0.00,43247128.80
Missouri,25,2042,1526536.17,68041.76,797357.50,13903473.64,9406978.56,0.00,4508859.11,832892.32,0.00,0.00,7084521.19,0.00,109007161.99
Montana,25,2042,9539659.93,0.00,0.00,18661.66,0.00,0.00,11786.18,207146.88,0.00,0.00,22975492.99,0.00,15062626.05
Nebraska,25,2042,807234.00,25375.34,118744.50,2573231.09,0.00,0.00,482452.83,307088.31,0.00,0.00,31269721.71,0.00,23959461.68
Nevada,25,2042,2155924.44,0.00,0.00,14326.33,0.00,30488807.61,2528.18,3339378.19,1362778.46,12631515.41,11711758.52,0.00,42673911.65
New Hampshire,25,2042,1094256.22,0.00,648321.56,253.09,9644919.78,0.00,2669750.81,77190.42,8431.38,0.00,124640.73,0.00,9813280.92
New Jersey,25,2042,29771.06,13605.50,744338.86,9826570.25,17319907.58,0.00,2687168.25,1397037.64,0.00,0.00,1315386.28,54734238.95,91343284.92
New Mexico,25,2042,203969.06,10655.80,4880.41,280885.00,0.00,9422170.91,137715.30,1091327.09,2563782.32,103285855.36,31591182.31,0.00,45397633.43
New York,25,2042,33158143.06,437579.76,5641657.74,25392536.03,0.00,0.00,16546695.16,5422124.07,0.00,0.00,35352837.55,15517449.89,148631615.79
North Carolina,25,2042,4621919.17,45264.90,251089.74,39278244.72,24505574.40,0.00,9332499.06,1384173.04,0.00,0.00,10940591.55,50571515.32,125776633.29
North Dakota,25,2042,2673840.67,0.00,0.00,656425.80,0.00,0.00,546265.85,35452.06,0.00,0.00,27479713.12,0.00,13061105.00
Ohio,25,2042,575786.01,20658.69,1334701.21,105485197.35,9762704.64,0.00,22756278.93,160767.89,0.00,0.00,46333402.72,0.00,148973446.97
Oklahoma,25,2042,2608900.50,19965.10,2156539.66,16194727.72,0.00,0.00,6504717.20,985964.64,664622.80,2962919.59,57236725.55,0.00,70315745.15
Oregon,25,2042,36950715.67,3719.46,0.00,94614.58,0.00,8781473.78,345311.71,428609.29,0.00,0.00,26978186.31,0.00,62008051.59
Pennsylvania,25,2042,2694807.46,175025.34,9568282.27,88740101.80,42402548.74,0.00,8976439.46,1482872.92,0.00,0.00,17598576.26,1694983.39,180622979.76
Rhode Island,25,2042,9787.33,0.00,1796476.93,0.00,0.00,0.00,347523.05,401453.20,1852291.63,0.00,56542.90,2895307.44,12166282.98
South Carolina,25,2042,2584177.11,94285.44,953108.01,22513662.63,25485797.38,0.00,10397958.34,191828.54,3037427.46,0.00,3691608.80,15454255.75,89259478.19
South Dakota,25,2042,5109845.50,17110.53,0.00,11000.68,0.00,0.00,201753.48,156153.61,0.00,0.00,29951829.61,0.00,12499798.40
Tennessee,25,2042,9100500.00,48320.63,0.00,21446228.45,26861271.55,0.00,17528207.80,157426.26,327480.40,0.00,450241.69,0.00,151213664.84
Texas,25,2042,1413257.72,233841.99,11948486.76,49991500.70,38418416.64,0.00,16195366.32,10684354.69,46971780.51,77261743.59,67122420.41,6100199.12,406951218.83
Utah,25,2042,720236.78,27346.66,9533.37,321254.34,0.00,9779224.79,35052.20,717543.16,0.00,1215745.98,5553059.13,0.00,34775797.50
Vermont,25,2042,42500575.56,0.00,0.00,0.00,0.00,0.00,658177.95,68499.04,0.00,0.00,114138.55,0.00,7081721.81
Virginia,25,2042,1340444.45,950394.86,3067052.56,16645490.77,7193571.84,0.00,8880354.71,705032.87,0.00,0.00,12376043.69,18356365.64,131278256.28
Washington,25,2042,78845542.22,8679.15,32847.66,345646.44,6735539.60,0.00,1117787.15,2318480.61,0.00,0.00,37910359.22,0.00,99943379.90
West Virginia,25,2042,693700.00,0.00,0.00,43930057.20,0.00,0.00,6197451.92,38391.18,0.00,0.00,11735889.75,0.00,39102793.26
Wisconsin,25,2042,3139786.10,78391.43,839043.53,2331141.23,0.00,0.00,4050402.85,407306.54,0.00,0.00,19013451.58,0.00,56256075.38
Wyoming,25,2042,867751.28,726.53,0.00,442186.59,0.00,0.00,65046.70,162045.87,0.00,0.00,37502765.19,0.00,12513943.34
Alabama,25,2044,9299939.56,0.00,3455890.64,44532201.35,6798320.64,0.00,24804284.89,249775.10,0.00,0.00,9695.34,0.00,96982666.84
Arizona,25,2044,8141185.44,0.00,0.00,30818.99,23077114.02,0.00,56439.28,9357032.88,7038446.31,105652841.39,23472755.12,0.00,108082037.55
Arkansas,25,2044,3122326.67,0.00,1606930.47,2293287.04,7889213.95,0.00,11783975.92,101903.84,1475255.54,0.00,3834121.84,0.00,43650709.05
California,25,2044,34941689.67,80386.69,0.00,0.00,23254692.56,118630061.58,4675730.35,27738871.59,22413925.26,101015465.39,29227010.91,0.00,316692226.45
Colorado,25,2044,1593103.59,0.00,230161.49,171704.53,0.00,0.00,293725.99,4345215.92,0.00,28507056.10,28018688.32,0.00,57525552.62
Connecticut,25,2044,396320.06,0.00,1052772.97,696225.10,9130302.72,0.00,2841324.54,1278698.28,841125.15,0.00,0.00,0.00,33240913.46
Delaware,25,2044,0.00,0.00,249455.04,3000075.38,0.00,0.00,139198.21,444444.08,0.00,0.00,515516.93,6407862.24,9413682.59
Florida,25,2044,484623.16,350916.85,22180618.76,58887485.67,6632315.14,0.00,18652992.45,7776698.23,53616184.77,5687497.12,0.00,0.00,299305385.73
Georgia,25,2044,4182738.39,248318.57,6967709.09,73255597.08,25169596.42,0.00,28057788.77,881158.75,10031015.51,0.00,197006.85,0.00,138292449.56
Idaho,25,2044,10449604.94,10849.54,10936.64,0.00,0.00,145943.13,64336.66,49050.68,0.00,0.00,2897607.30,0.00,25110195.43
Illinois,25,2044,2834969.39,100034.79,1051084.08,14395985.86,62607790.08,0.00,49729517.59,471330.83,0.00,0.00,78241895.83,0.00,143867055.31
Indiana,25,2044,2558734.89,667236.53,1160690.02,29554817.27,0.00,0.00,23583908.72,402079.05,0.00,0.00,65533899.26,0.00,109731972.36
Iowa,25,2044,4193288.71,0.00,329447.41,4457677.92,0.00,0.00,765509.11,614026.80,0.00,0.00,78202416.87,0.00,39784356.37
Kansas,25,2044,3845.33,37037.63,0.00,2526903.88,6943978.05,0.00,2139174.98,831768.81,2334497.23,0.00,74777647.77,0.00,43120705.22
Kentucky,25,2044,4531578.59,2960.67,318522.90,64143417.65,0.00,0.00,13692681.77,110280.62,483877.64,0.00,40846.04,0.00,70202115.40
Louisiana,25,2044,403837.67,0.00,2039939.69,3685252.87,16790270.98,0.00,13126685.37,1102575.93,256821.10,0.00,0.00,0.00,77241173.80
Maine,25,2044,8649300.94,0.00,346944.76,15355.37,0.00,0.00,3261185.99,312656.59,0.00,0.00,1064936.48,1390295.34,12290018.51
Maryland,25,2044,1834543.72,0.00,1856320.52,22210596.81,0.00,0.00,5105620.80,1020448.73,1416917.70,0.00,12401996.05,24119264.40,55584975.04
Massachusetts,25,2044,812127.33,0.00,1742486.95,383340.44,0.00,0.00,4046845.02,788292.29,7243.54,0.00,747046.40,15447269.79,59824778.48
Michigan,25,2044,1563636.42,182932.31,1651257.26,22057568.98,8782481.66,0.00,8073927.51,607675.29,0.00,0.00,99546612.97,0.00,148311121.89
Minnesota,25,2044,17731515.70,0.00,124600.38,2563225.30,0.00,0.00,5807294.47,352134.03,0.00,0.00,84958734.94,0.00,71807022.72
Mississippi,25,2044,0.00,4167.50,2707395.41,5236210.98,10007760.38,0.00,17478234.87,108385.46,4046879.78,0.00,0.00,0.00,43118801.10
Missouri,25,2044,1526536.17,64181.48,732525.55,8465710.66,9406978.56,0.00,6958620.39,956853.32,0.00,0.00,7084521.19,0.00,108371337.60
Montana,25,2044,9539659.93,0.00,0.00,10801.68,0.00,0.00,11619.33,222437.12,0.00,0.00,23057349.03,0.00,15077298.56
Nebraska,25,2044,807234.00,23683.65,109958.29,1716758.18,0.00,0.00,512518.02,336976.69,0.00,0.00,31269721.71,0.00,23847642.64
Nevada,25,2044,2155924.44,0.00,0.00,6716.50,0.00,30488807.61,1185.26,3559199.91,1362778.46,12631631.68,12216412.71,0.00,43075427.02
New Hampshire,25,2044,1094256.22,0.00,605100.12,119.93,9644919.78,0.00,3408213.43,84998.89,8431.38,0.00,124640.73,0.00,9859125.73
New Jersey,25,2044,29771.06,62734.41,694716.27,9242432.32,17319907.58,0.00,3040143.00,1539470.51,0.00,0.00,1315386.28,54734238.95,91064876.87
New Mexico,25,2044,203969.06,9945.41,0.00,132187.53,0.00,9422170.91,120729.45,1168687.28,2563782.32,137579135.55,31591182.31,0.00,45454971.56
New York,25,2044,32985715.53,416616.43,5207494.58,25392536.03,0.00,0.00,16546695.16,5873306.12,0.00,0.00,35655250.29,15517449.89,147699918.55
North Carolina,25,2044,4621919.17,51903.76,234350.42,32045015.92,24505574.40,0.00,18855245.06,1544006.75,0.00,0.00,10940591.55,50571515.32,125948373.27
North Dakota,25,2044,2662817.92,0.00,0.00,481012.80,0.00,0.00,550264.98,44867.58,0.00,0.00,27479713.12,0.00,12959022.32
Ohio,25,2044,575786.01,0.00,1244308.06,93191352.45,9762704.64,0.00,22756727.11,212118.41,0.00,0.00,46333402.72,0.00,147849929.30
Oklahoma,25,2044,2608900.50,18634.09,1806771.17,13788069.26,0.00,0.00,6478868.85,1059258.48,664622.80,2962919.59,57236725.55,0.00,70026378.92
Oregon,25,2044,36950715.67,6048.62,4552.97,42693.58,0.00,8781473.78,336775.46,431770.66,0.00,0.00,26978186.31,0.00,62200328.82
Pennsylvania,25,2044,2694807.46,121301.64,8598211.02,82622990.07,42402548.74,0.00,14958828.71,1628612.47,0.00,0.00,17598576.26,1694983.39,179307755.36
Rhode Island,25,2044,9787.33,0.00,1676711.80,0.00,0.00,0.00,347523.05,427574.15,1852291.63,0.00,56542.90,2895307.44,12111392.25
South Carolina,25,2044,2584177.11,87999.74,880644.95,20244891.84,25485797.38,0.00,16104087.67,232762.96,3037427.46,0.00,3691608.80,15454255.75,88939813.49
South Dakota,25,2044,5109845.50,17179.19,0.00,7962.87,0.00,0.00,206170.46,169418.03,0.00,0.00,29951829.61,0.00,12439098.00
Tennessee,25,2044,9100500.00,54934.11,0.00,15574038.20,26861271.55,0.00,17591433.97,206849.21,327480.40,0.00,450241.69,0.00,150533879.32
Texas,25,2044,1413257.72,234128.81,11590302.78,37620255.18,38215131.42,0.00,14379353.78,11811400.46,46971780.51,99262040.22,67122420.41,6100199.12,407067485.35
Utah,25,2044,720236.78,25523.55,8897.82,151545.42,0.00,9779224.79,22312.46,824847.21,0.00,1218837.41,5553059.13,0.00,34985795.39
Vermont,25,2044,42500575.56,0.00,0.00,0.00,0.00,0.00,1590031.44,75409.90,0.00,0.00,114138.55,0.00,7056292.95
Virginia,25,2044,1340444.45,890411.25,2931624.89,16192533.27,7193571.84,0.00,15652025.43,831883.15,0.00,0.00,12630872.84,18356365.64,130998954.53
Washington,25,2044,78845542.22,8100.54,55009.54,254420.93,6735539.60,0.00,1102429.15,2336522.29,0.00,0.00,38709498.72,0.00,100354116.32
West Virginia,25,2044,693700.00,0.00,0.00,39294178.46,0.00,0.00,6197451.92,48795.33,0.00,0.00,12160567.72,0.00,38672855.09
Wisconsin,25,2044,3139786.10,73165.34,779497.67,2747449.18,0.00,0.00,9767662.46,458291.91,0.00,0.00,19147214.35,0.00,56133863.88
Wyoming,25,2044,867751.28,678.10,0.00,352680.06,0.00,0.00,351085.49,180391.45,0.00,0.00,37502765.19,0.00,12484575.95
Alabama,25,2046,9299939.56,1273.02,3225497.93,34775105.65,6798320.64,0.00,30548014.65,300981.22,0.00,0.00,9695.34,0.00,96499932.70
Arizona,25,2046,8141185.44,0.00,0.00,14448.62,23077114.02,0.00,53550.39,9712717.73,7038446.31,105653568.40,23491789.83,0.00,109152280.54
Arkansas,25,2046,3122326.67,0.00,1510958.96,2290375.38,7889213.95,0.00,11783975.92,118413.05,1475255.54,0.00,3834121.84,0.00,43560551.99
California,25,2046,34941689.67,84717.40,0.00,0.00,20945403.68,118630061.58,4675730.35,28696933.13,22413925.26,102071724.79,29227010.91,0.00,319430862.56
Colorado,25,2046,1593103.59,0.00,310119.62,80670.29,0.00,0.00,295857.84,4480784.49,0.00,28508866.45,28307690.10,0.00,58001053.53
Connecticut,25,2046,396320.06,0.00,982588.10,433147.25,9130302.72,0.00,2848339.49,1377458.59,841125.15,0.00,0.00,0.00,33150405.20
Delaware,25,2046,0.00,0.00,232824.71,2106162.68,0.00,0.00,139198.21,475651.84,0.00,0.00,515516.93,6407862.24,9397233.70
Florida,25,2046,484623.16,348362.46,20360259.10,56412021.82,6632315.14,0.00,18680176.26,8707141.60,54901642.57,5687497.12,0.00,0.00,301154537.02
Georgia,25,2046,4182738.39,247703.88,6542476.69,61275270.87,25169596.42,0.00,28137920.88,1060202.96,11872756.51,0.00,197006.85,0.00,138359987.85
Idaho,25,2046,10449604.94,10126.24,10207.53,0.00,0.00,145943.13,64336.66,60081.89,0.00,0.00,2897607.30,0.00,25201779.63
Illinois,25,2046,2834969.39,77161.58,982320.48,9043438.48,62539279.67,0.00,49732294.46,529005.81,0.00,0.00,78280931.11,0.00,143251549.57
Indiana,25,2046,2558734.89,562517.08,1053949.26,15358679.44,0.00,0.00,23990215.67,431968.80,0.00,0.00,65533899.26,0.00,108879674.34
Iowa,25,2046,4193288.71,0.00,298044.10,4282989.78,0.00,0.00,11372747.82,646996.29,0.00,0.00,79455198.39,0.00,39525612.28
Kansas,25,2046,3845.33,34568.45,0.00,1184872.02,6943978.05,0.00,2329264.40,872997.26,2334497.23,0.00,74777647.77,0.00,42995300.16
Kentucky,25,2046,4531578.59,2963.44,300956.73,51766715.86,0.00,0.00,19062395.47,130452.77,483877.64,0.00,42129.15,0.00,69727377.96
Louisiana,25,2046,403837.67,0.00,1903943.71,1731062.50,16790270.98,0.00,13173498.96,1151442.25,256821.10,0.00,0.00,0.00,76940274.77
Maine,25,2046,8649300.94,0.00,495796.73,7276.34,0.00,0.00,3261185.99,332403.36,0.00,0.00,1064936.48,1390295.34,12264297.53
Maryland,25,2046,1834543.72,0.00,1732565.82,22213174.50,0.00,0.00,5105620.80,1135343.63,1416917.70,0.00,12401996.05,24119264.40,55629148.30
Massachusetts,25,2046,812127.33,0.00,1626321.15,181650.86,0.00,0.00,4046845.02,850430.18,7243.54,0.00,747046.40,15447269.79,59696841.46
Michigan,25,2046,1391208.89,134926.71,1866515.29,11259400.96,8782481.66,0.00,19900573.34,676065.79,0.00,0.00,99546612.97,0.00,147297798.99
Minnesota,25,2046,17744054.98,0.00,99680.30,1450753.96,0.00,0.00,5839685.38,429573.22,0.00,0.00,84981168.48,0.00,71656560.69
Mississippi,25,2046,0.00,4166.83,2522595.65,4297858.59,10007760.38,0.00,31526573.19,127738.09,4220665.59,0.00,0.00,0.00,42989321.59
Missouri,25,2046,1526536.17,64779.59,687181.40,5625075.18,9292732.63,0.00,14913573.57,1085257.31,0.00,0.00,7084521.19,0.00,107755195.03
Montana,25,2046,9539659.93,0.00,0.00,5089.36,0.00,0.00,51444.48,239465.48,0.00,0.00,23057349.03,0.00,15091678.75
Nebraska,25,2046,807234.00,22104.74,103398.73,1259452.53,0.00,0.00,466043.14,365799.76,0.00,0.00,31269721.71,0.00,23739889.92
Nevada,25,2046,2155924.44,0.00,0.00,3148.84,0.00,30488807.61,555.68,3790648.19,1362778.46,12631654.93,12411571.03,0.00,43488476.61
New Hampshire,25,2046,1094256.22,0.00,564760.11,56.83,9644919.78,0.00,3408213.43,93055.24,8431.38,0.00,124640.73,0.00,9910162.20
New Jersey,25,2046,29771.06,70590.08,648401.85,7715668.04,17319907.58,0.00,3040143.00,1687407.28,0.00,0.00,1315386.28,54734238.95,90808407.01
New Mexico,25,2046,203969.06,9282.39,0.00,62210.52,0.00,9422170.91,281365.56,1248773.27,2563782.32,152714015.34,31591182.31,0.00,45506465.05
New York,25,2046,33158143.06,398562.86,4836569.55,25392536.03,0.00,0.00,16546695.16,6328422.06,0.00,0.00,35918061.98,19532933.74,146787205.68
North Carolina,25,2046,4621919.17,99402.41,218727.06,25570005.44,24505574.40,0.00,18926362.33,1708498.04,0.00,0.00,10940591.55,50571515.32,126145638.03
North Dakota,25,2046,2650278.63,0.00,0.00,316309.61,0.00,0.00,919513.99,55806.76,0.00,0.00,27479713.12,0.00,12858948.71
Ohio,25,2046,575786.01,0.00,1166223.48,77990264.93,9762704.64,0.00,33806115.24,274758.59,0.00,0.00,46333402.72,0.00,146725743.58
Oklahoma,25,2046,2608900.50,17391.82,1784020.36,9663328.58,0.00,0.00,7191103.79,1135765.11,664622.80,2962919.59,57236725.55,0.00,69748201.01
Oregon,25,2046,36950715.67,5645.38,22238.80,20015.69,0.00,8781473.78,332773.48,434964.27,0.00,0.00,26978186.31,0.00,62397673.24
Pennsylvania,25,2046,2694807.46,127713.23,7992321.26,78690771.81,42402548.74,0.00,15510756.93,1783729.56,0.00,0.00,17919162.26,1694983.39,178024745.49
Rhode Island,25,2046,9787.33,0.00,1564931.01,0.00,0.00,0.00,347523.05,454711.41,1852291.63,0.00,56542.90,2895307.44,12060690.63
South Carolina,25,2046,2584177.11,82133.09,821935.29,17151585.82,25485797.38,0.00,16145636.28,283402.05,3037427.46,0.00,3691608.80,15454255.75,88626080.81
South Dakota,25,2046,5109845.50,17091.24,0.00,5398.66,0.00,0.00,495513.09,182961.66,0.00,0.00,29951829.61,0.00,12380188.37
Tennessee,25,2046,9100500.00,54963.19,0.00,9570367.50,26861271.55,0.00,26433047.19,267214.94,327480.40,0.00,450241.69,0.00,149864255.49
Texas,25,2046,1413257.72,235225.04,11309144.12,29529111.55,32087866.89,0.00,16968582.03,12930822.46,46971780.51,118293359.52,67122420.41,6100199.12,407323913.76
Utah,25,2046,720236.78,23821.98,8304.63,71490.56,0.00,9779224.79,33103.29,930528.24,0.00,1218837.41,5553059.13,0.00,35201769.35
Vermont,25,2046,42500575.56,0.00,0.00,0.00,0.00,0.00,1588733.06,82501.16,0.00,0.00,114138.55,0.00,7033653.18
Virginia,25,2046,1340444.45,907563.59,2797782.92,16191889.40,7193571.84,0.00,15758025.89,968642.52,0.00,0.00,13296089.14,18356365.64,130739694.06
