,ZIP,State,Sun,Houses,Solar Fraction,Solar Houses
2456,10541,NY,4.58,7875,0.0458835235477,361.0
2457,10543,NY,4.67,3651,0.0458835235477,168.0
2458,10545,NY,4.6,0,0.0458835235477,0.0
2459,10546,NY,4.6,206,0.0458835235477,9.0
2460,10547,NY,4.59,1696,0.0458835235477,78.0
2461,10548,NY,4.55,866,0.0458835235477,40.0
2462,10549,NY,4.64,2500,0.0458835235477,115.0
2463,10550,NY,4.64,4311,0.0458835235477,198.0
2464,10552,NY,4.66,2899,0.0458835235477,133.0
2465,10553,NY,4.66,1620,0.0458835235477,74.0
2466,10560,NY,4.59,1823,0.0458835235477,84.0
2467,10562,NY,4.6,4443,0.0458835235477,204.0
2468,10566,NY,4.55,2847,0.0458835235477,131.0
2469,10567,NY,4.55,5771,0.0458835235477,265.0
2470,10570,NY,4.6,3015,0.0458835235477,138.0
2471,10573,NY,4.57,6002,0.0458835235477,275.0
2472,10576,NY,4.64,2143,0.0458835235477,98.0
2473,10577,NY,4.58,836,0.0458835235477,38.0
2474,10578,NY,4.59,205,0.0458835235477,9.0
2475,10579,NY,4.57,3397,0.0458835235477,156.0
2476,10580,NY,4.57,4458,0.0458835235477,205.0
2477,10583,NY,4.58,10433,0.0458835235477,479.0
2478,10588,NY,4.58,623,0.0458835235477,29.0
2479,10589,NY,4.58,1612,0.0458835235477,74.0
2480,10590,NY,4.61,2339,0.0458835235477,107.0
2481,10591,NY,4.59,2819,0.0458835235477,129.0
2482,10594,NY,4.65,1168,0.0458835235477,54.0
2483,10595,NY,4.58,1786,0.0458835235477,82.0
2484,10596,NY,4.55,293,0.0458835235477,13.0
2485,10597,NY,4.59,396,0.0458835235477,18.0
2486,10598,NY,4.58,8247,0.0458835235477,378.0
2487,10601,NY,4.58,55,0.0458835235477,3.0
2488,10603,NY,4.58,2502,0.0458835235477,115.0
2489,10604,NY,4.58,2123,0.0458835235477,97.0
2490,10605,NY,4.58,3777,0.0458835235477,173.0
2491,10606,NY,4.58,1864,0.0458835235477,86.0
2492,10607,NY,4.58,1851,0.0458835235477,85.0
2493,10701,NY,4.63,3553,0.0458835235477,163.0
2494,10703,NY,4.66,1980,0.0458835235477,91.0
2495,10704,NY,4.66,3783,0.0458835235477,174.0
2496,10705,NY,4.63,2719,0.0458835235477,125.0
2497,10706,NY,4.59,1767,0.0458835235477,81.0
2498,10707,NY,4.66,1958,0.0458835235477,90.0
2499,10708,NY,4.66,2964,0.0458835235477,136.0
2500,10709,NY,4.66,2078,0.0458835235477,95.0
2501,10710,NY,4.66,5236,0.0458835235477,240.0
2502,10801,NY,4.61,4109,0.0458835235477,189.0
2503,10803,NY,4.61,2816,0.0458835235477,129.0
2504,10804,NY,4.66,4664,0.0458835235477,214.0
2505,10805,NY,4.61,1440,0.0458835235477,66.0
2506,10901,NY,4.62,4673,0.0458835235477,214.0
2507,10913,NY,4.61,1576,0.0458835235477,72.0
2508,10916,NY,4.55,1344,0.0458835235477,62.0
2509,10917,NY,4.57,497,0.0458835235477,23.0
2510,10918,NY,4.55,2876,0.0458835235477,132.0
2511,10919,NY,4.52,426,0.0458835235477,20.0
2512,10920,NY,4.6,2277,0.0458835235477,104.0
2513,10921,NY,4.5,1100,0.0458835235477,50.0
2514,10922,NY,4.57,456,0.0458835235477,21.0
2515,10923,NY,4.55,1601,0.0458835235477,73.0
2516,10924,NY,4.5,3375,0.0458835235477,155.0
2517,10925,NY,4.58,2017,0.0458835235477,93.0
2518,10926,NY,4.57,462,0.0458835235477,21.0
2519,10927,NY,4.55,963,0.0458835235477,44.0
2520,10928,NY,4.57,862,0.0458835235477,40.0
2521,10930,NY,4.54,2160,0.0458835235477,99.0
2522,10931,NY,4.63,223,0.0458835235477,10.0
2523,10932,NY,4.55,30,0.0458835235477,1.0
2524,10933,NY,4.53,231,0.0458835235477,11.0
2525,10940,NY,4.5,9510,0.0458835235477,436.0
2526,10941,NY,4.52,2810,0.0458835235477,129.0
2527,10950,NY,4.56,7743,0.0458835235477,355.0
2528,10952,NY,4.62,5115,0.0458835235477,235.0
2529,10953,NY,4.54,140,0.0458835235477,6.0
2530,10954,NY,4.6,4461,0.0458835235477,205.0
2531,10956,NY,4.6,9041,0.0458835235477,415.0
2532,10958,NY,4.5,838,0.0458835235477,38.0
2533,10960,NY,4.6,2849,0.0458835235477,131.0
2534,10962,NY,4.61,1465,0.0458835235477,67.0
2535,10963,NY,4.51,901,0.0458835235477,41.0
2536,10964,NY,4.61,427,0.0458835235477,20.0
2537,10965,NY,4.61,4135,0.0458835235477,190.0
2538,10968,NY,4.59,428,0.0458835235477,20.0
2539,10969,NY,4.5,505,0.0458835235477,23.0
2540,10970,NY,4.61,1433,0.0458835235477,66.0
2541,10973,NY,4.5,789,0.0458835235477,36.0
2542,10974,NY,4.59,897,0.0458835235477,41.0
2543,10975,NY,4.61,40,0.0458835235477,2.0
2544,10976,NY,4.61,305,0.0458835235477,14.0
2545,10977,NY,4.62,6765,0.0458835235477,310.0
2546,10980,NY,4.55,3751,0.0458835235477,172.0
2547,10983,NY,4.61,1764,0.0458835235477,81.0
2548,10984,NY,4.61,871,0.0458835235477,40.0
2549,10985,NY,4.54,6,0.0458835235477,0.0
2550,10986,NY,4.55,729,0.0458835235477,33.0
2551,10987,NY,4.59,1080,0.0458835235477,50.0
2552,10989,NY,4.6,2382,0.0458835235477,109.0
2553,10990,NY,4.5,5837,0.0458835235477,268.0
2554,10992,NY,4.55,2412,0.0458835235477,111.0
2555,10993,NY,4.55,496,0.0458835235477,23.0
2556,10994,NY,4.6,2148,0.0458835235477,99.0
2557,10996,NY,4.56,124,0.0458835235477,6.0
2558,10998,NY,4.5,860,0.0458835235477,39.0
2559,11001,NY,4.59,6786,0.0458835235477,311.0
2560,11003,NY,4.59,9639,0.0458835235477,442.0
2561,11004,NY,4.61,2323,0.0458835235477,107.0
2562,11005,NY,4.61,0,0.0458835235477,0.0
2563,11010,NY,4.59,7029,0.0458835235477,323.0
2564,11020,NY,4.59,1870,0.0458835235477,86.0
2565,11021,NY,4.61,2852,0.0458835235477,131.0
2566,11023,NY,4.61,2597,0.0458835235477,119.0
2567,11024,NY,4.61,2132,0.0458835235477,98.0
2568,11030,NY,4.55,5055,0.0458835235477,232.0
2569,11040,NY,4.59,11978,0.0458835235477,550.0
2570,11042,NY,4.59,0,0.0458835235477,0.0
2571,11050,NY,4.55,7455,0.0458835235477,342.0
2572,11096,NY,4.67,1274,0.0458835235477,58.0
2573,11101,NY,4.61,288,0.0458835235477,13.0
2574,11102,NY,4.61,369,0.0458835235477,17.0
2575,11103,NY,4.55,473,0.0458835235477,22.0
2576,11104,NY,4.61,112,0.0458835235477,5.0
2577,11105,NY,4.55,656,0.0458835235477,30.0
2578,11106,NY,4.61,496,0.0458835235477,23.0
2579,11109,NY,4.61,13,0.0458835235477,1.0
2580,11201,NY,4.61,316,0.0458835235477,14.0
2581,11203,NY,4.71,2518,0.0458835235477,116.0
2582,11204,NY,4.63,2042,0.0458835235477,94.0
2583,11205,NY,4.61,285,0.0458835235477,13.0
2584,11206,NY,4.61,368,0.0458835235477,17.0
2585,11207,NY,4.6,1535,0.0458835235477,70.0
2586,11208,NY,4.6,1562,0.0458835235477,72.0
2587,11209,NY,4.63,2497,0.0458835235477,115.0
2588,11210,NY,4.71,4384,0.0458835235477,201.0
2589,11211,NY,4.61,994,0.0458835235477,46.0
2590,11212,NY,4.6,788,0.0458835235477,36.0
2591,11213,NY,4.71,818,0.0458835235477,38.0
2592,11214,NY,4.62,1586,0.0458835235477,73.0
2593,11215,NY,4.71,619,0.0458835235477,28.0
2594,11216,NY,4.71,513,0.0458835235477,24.0
2595,11217,NY,4.71,252,0.0458835235477,12.0
2596,11218,NY,4.71,1883,0.0458835235477,86.0
2597,11219,NY,4.63,935,0.0458835235477,43.0
2598,11220,NY,4.63,865,0.0458835235477,40.0
2599,11221,NY,4.61,621,0.0458835235477,28.0
2600,11222,NY,4.61,361,0.0458835235477,17.0
2601,11223,NY,4.66,2848,0.0458835235477,131.0
2602,11224,NY,4.62,571,0.0458835235477,26.0
2603,11225,NY,4.71,598,0.0458835235477,27.0
2604,11226,NY,4.71,1411,0.0458835235477,65.0
2605,11228,NY,4.63,1960,0.0458835235477,90.0
2606,11229,NY,4.66,5379,0.0458835235477,247.0
2607,11230,NY,4.71,3879,0.0458835235477,178.0
2608,11231,NY,4.63,222,0.0458835235477,10.0
2609,11232,NY,4.63,184,0.0458835235477,8.0
2610,11233,NY,4.71,518,0.0458835235477,24.0
2611,11234,NY,4.6,6354,0.0458835235477,292.0
2612,11235,NY,4.66,2963,0.0458835235477,136.0
2613,11236,NY,4.6,2727,0.0458835235477,125.0
2614,11237,NY,4.61,126,0.0458835235477,6.0
2615,11238,NY,4.71,354,0.0458835235477,16.0
2616,11239,NY,4.6,64,0.0458835235477,3.0
2617,11354,NY,4.55,2714,0.0458835235477,125.0
2618,11355,NY,4.55,2495,0.0458835235477,114.0
2619,11356,NY,4.55,1805,0.0458835235477,83.0
2620,11357,NY,4.55,6299,0.0458835235477,289.0
2621,11358,NY,4.55,4695,0.0458835235477,215.0
2622,11359,NY,4.61,0,0.0458835235477,0.0
2623,11360,NY,4.61,1701,0.0458835235477,78.0
2624,11361,NY,4.61,3103,0.0458835235477,142.0
2625,11362,NY,4.61,2369,0.0458835235477,109.0
2626,11363,NY,4.61,1427,0.0458835235477,65.0
2627,11364,NY,4.61,4512,0.0458835235477,207.0
2628,11365,NY,4.55,3955,0.0458835235477,181.0
2629,11366,NY,4.55,2296,0.0458835235477,105.0
2630,11367,NY,4.55,1457,0.0458835235477,67.0
2631,11368,NY,4.55,1773,0.0458835235477,81.0
2632,11369,NY,4.55,2105,0.0458835235477,97.0
2633,11370,NY,4.55,844,0.0458835235477,39.0
2634,11372,NY,4.55,398,0.0458835235477,18.0
2635,11373,NY,4.55,2231,0.0458835235477,102.0
2636,11374,NY,4.55,1335,0.0458835235477,61.0
2637,11375,NY,4.55,3596,0.0458835235477,165.0
2638,11377,NY,4.55,1409,0.0458835235477,65.0
2639,11378,NY,4.55,1773,0.0458835235477,81.0
2640,11379,NY,4.55,1359,0.0458835235477,62.0
2641,11385,NY,4.55,1889,0.0458835235477,87.0
2642,11411,NY,4.61,4108,0.0458835235477,188.0
2643,11412,NY,4.61,6640,0.0458835235477,305.0
2644,11413,NY,4.67,6669,0.0458835235477,306.0
2645,11414,NY,4.6,4300,0.0458835235477,197.0
2646,11415,NY,4.55,599,0.0458835235477,27.0
2647,11416,NY,4.6,972,0.0458835235477,45.0
2648,11417,NY,4.6,3090,0.0458835235477,142.0
2649,11418,NY,4.55,2492,0.0458835235477,114.0
2650,11419,NY,4.6,4075,0.0458835235477,187.0
2651,11420,NY,4.6,7253,0.0458835235477,333.0
2652,11421,NY,4.55,2645,0.0458835235477,121.0
2653,11422,NY,4.67,4559,0.0458835235477,209.0
2654,11423,NY,4.61,3990,0.0458835235477,183.0
2655,11426,NY,4.61,3687,0.0458835235477,169.0
2656,11427,NY,4.61,3461,0.0458835235477,159.0
2657,11428,NY,4.61,3657,0.0458835235477,168.0
2658,11429,NY,4.61,4750,0.0458835235477,218.0
2659,11430,NY,4.6,0,0.0458835235477,0.0
2660,11432,NY,4.55,4375,0.0458835235477,201.0
2661,11433,NY,4.55,3551,0.0458835235477,163.0
2662,11434,NY,4.67,6221,0.0458835235477,285.0
2663,11435,NY,4.55,3319,0.0458835235477,152.0
2664,11436,NY,4.6,3083,0.0458835235477,141.0
2665,11501,NY,4.59,4436,0.0458835235477,204.0
2666,11507,NY,4.59,2401,0.0458835235477,110.0
2667,11509,NY,4.67,1014,0.0458835235477,47.0
2668,11510,NY,4.72,9176,0.0458835235477,421.0
2669,11514,NY,4.59,1342,0.0458835235477,62.0
2670,11516,NY,4.67,1536,0.0458835235477,70.0
2671,11518,NY,4.72,2563,0.0458835235477,118.0
2672,11520,NY,4.72,8591,0.0458835235477,394.0
2673,11530,NY,4.59,8363,0.0458835235477,384.0
2674,11542,NY,4.55,5584,0.0458835235477,256.0
2675,11545,NY,4.55,4144,0.0458835235477,190.0
2676,11547,NY,4.55,221,0.0458835235477,10.0
2677,11548,NY,4.55,334,0.0458835235477,15.0
2678,11550,NY,4.59,8205,0.0458835235477,376.0
2679,11552,NY,4.59,6372,0.0458835235477,292.0
2680,11553,NY,4.59,5219,0.0458835235477,239.0
2681,11554,NY,4.65,10113,0.0458835235477,464.0
2682,11556,NY,4.65,0,0.0458835235477,0.0
2683,11557,NY,4.67,2201,0.0458835235477,101.0
2684,11558,NY,4.72,2160,0.0458835235477,99.0
2685,11559,NY,4.67,2084,0.0458835235477,96.0
2686,11560,NY,4.55,2320,0.0458835235477,106.0
2687,11561,NY,4.67,7233,0.0458835235477,332.0
2688,11563,NY,4.72,5384,0.0458835235477,247.0
2689,11565,NY,4.72,2966,0.0458835235477,136.0
2690,11566,NY,4.73,10890,0.0458835235477,500.0
2691,11568,NY,4.55,901,0.0458835235477,41.0
2692,11569,NY,4.73,804,0.0458835235477,37.0
2693,11570,NY,4.72,6346,0.0458835235477,291.0
2694,11572,NY,4.72,8889,0.0458835235477,408.0
2695,11575,NY,4.72,3432,0.0458835235477,157.0
2696,11576,NY,4.55,3486,0.0458835235477,160.0
2697,11577,NY,4.55,3301,0.0458835235477,151.0
2698,11579,NY,4.55,1598,0.0458835235477,73.0
2699,11580,NY,4.67,10348,0.0458835235477,475.0
2700,11581,NY,4.67,5421,0.0458835235477,249.0
2701,11590,NY,4.59,10324,0.0458835235477,474.0
2702,11596,NY,4.59,3106,0.0458835235477,143.0
2703,11598,NY,4.67,3403,0.0458835235477,156.0
2704,11691,NY,4.67,3160,0.0458835235477,145.0
2705,11692,NY,4.6,563,0.0458835235477,26.0
2706,11693,NY,4.6,1283,0.0458835235477,59.0
2707,11694,NY,4.68,3348,0.0458835235477,154.0
2708,11697,NY,4.66,2478,0.0458835235477,114.0
2709,11701,NY,4.6,6498,0.0458835235477,298.0
2710,11702,NY,4.6,4594,0.0458835235477,211.0
2711,11703,NY,4.73,4714,0.0458835235477,216.0
2712,11704,NY,4.6,10868,0.0458835235477,499.0
2713,11705,NY,4.7,2252,0.0458835235477,103.0
2714,11706,NY,4.73,16728,0.0458835235477,768.0
2715,11709,NY,4.59,2361,0.0458835235477,108.0
2716,11710,NY,4.63,10465,0.0458835235477,480.0
2717,11713,NY,4.72,2887,0.0458835235477,132.0
2718,11714,NY,4.65,6708,0.0458835235477,308.0
2719,11715,NY,4.7,1533,0.0458835235477,70.0
2720,11716,NY,4.67,2601,0.0458835235477,119.0
2721,11717,NY,4.65,12226,0.0458835235477,561.0
2722,11718,NY,4.66,1008,0.0458835235477,46.0
2723,11719,NY,4.72,1213,0.0458835235477,56.0
2724,11720,NY,4.59,8367,0.0458835235477,384.0
2725,11721,NY,4.62,2315,0.0458835235477,106.0
2726,11722,NY,4.65,7156,0.0458835235477,328.0
2727,11724,NY,4.67,1011,0.0458835235477,46.0
2728,11725,NY,4.65,8521,0.0458835235477,391.0
2729,11726,NY,4.6,4530,0.0458835235477,208.0
2730,11727,NY,4.59,5463,0.0458835235477,251.0
2731,11729,NY,4.73,7923,0.0458835235477,364.0
2732,11730,NY,4.72,4004,0.0458835235477,184.0
2733,11731,NY,4.65,9418,0.0458835235477,432.0
2734,11732,NY,4.59,1025,0.0458835235477,47.0
2735,11733,NY,4.59,5631,0.0458835235477,258.0
2736,11735,NY,4.73,8873,0.0458835235477,407.0
2737,11738,NY,4.65,5063,0.0458835235477,232.0
2738,11739,NY,4.72,459,0.0458835235477,21.0
2739,11740,NY,4.72,2888,0.0458835235477,133.0
2740,11741,NY,4.65,6786,0.0458835235477,311.0
2741,11742,NY,4.65,3169,0.0458835235477,145.0
2742,11743,NY,4.59,13605,0.0458835235477,624.0
2743,11746,NY,4.65,19669,0.0458835235477,902.0
2744,11747,NY,4.67,4510,0.0458835235477,207.0
2745,11749,NY,4.67,862,0.0458835235477,40.0
2746,11751,NY,4.72,3907,0.0458835235477,179.0
2747,11752,NY,4.72,2898,0.0458835235477,133.0
2748,11753,NY,4.59,3041,0.0458835235477,140.0
2749,11754,NY,4.62,5487,0.0458835235477,252.0
2750,11755,NY,4.67,3463,0.0458835235477,159.0
2751,11756,NY,4.65,13024,0.0458835235477,598.0
2752,11757,NY,4.6,12587,0.0458835235477,578.0
2753,11758,NY,4.63,17354,0.0458835235477,796.0
2754,11762,NY,4.63,7017,0.0458835235477,322.0
2755,11763,NY,4.65,7696,0.0458835235477,353.0
2756,11764,NY,4.59,4090,0.0458835235477,188.0
2757,11765,NY,4.59,287,0.0458835235477,13.0
2758,11766,NY,4.59,3436,0.0458835235477,158.0
2759,11767,NY,4.67,4212,0.0458835235477,193.0
2760,11768,NY,4.59,7309,0.0458835235477,335.0
2761,11769,NY,4.72,3180,0.0458835235477,146.0
2762,11770,NY,4.66,1035,0.0458835235477,47.0
2763,11771,NY,4.59,2596,0.0458835235477,119.0
2764,11772,NY,4.65,12722,0.0458835235477,584.0
2765,11776,NY,4.59,6057,0.0458835235477,278.0
2766,11777,NY,4.59,2574,0.0458835235477,118.0
2767,11778,NY,4.62,4469,0.0458835235477,205.0
2768,11779,NY,4.65,10647,0.0458835235477,489.0
2769,11780,NY,4.62,4512,0.0458835235477,207.0
2770,11782,NY,4.7,5173,0.0458835235477,237.0
2771,11783,NY,4.63,6882,0.0458835235477,316.0
2772,11784,NY,4.65,7117,0.0458835235477,327.0
2773,11786,NY,4.62,2027,0.0458835235477,93.0
2774,11787,NY,4.65,10422,0.0458835235477,478.0
2775,11788,NY,4.65,4509,0.0458835235477,207.0
2776,11789,NY,4.62,2996,0.0458835235477,137.0
2777,11790,NY,4.59,4294,0.0458835235477,197.0
2778,11791,NY,4.59,7796,0.0458835235477,358.0
2779,11792,NY,4.58,3301,0.0458835235477,151.0
2780,11793,NY,4.63,10114,0.0458835235477,464.0
2781,11794,NY,4.63,0,0.0458835235477,0.0
2782,11795,NY,4.6,8146,0.0458835235477,374.0
2783,11796,NY,4.7,1035,0.0458835235477,47.0
2784,11797,NY,4.67,1810,0.0458835235477,83.0
2785,11798,NY,4.73,3936,0.0458835235477,181.0
2786,11801,NY,4.65,11800,0.0458835235477,541.0
2787,11803,NY,4.65,8740,0.0458835235477,401.0
2788,11804,NY,4.73,1481,0.0458835235477,68.0
2789,11901,NY,4.58,7123,0.0458835235477,327.0
2790,11930,NY,4.6,2008,0.0458835235477,92.0
2791,11932,NY,4.67,1834,0.0458835235477,84.0
2792,11933,NY,4.58,2381,0.0458835235477,109.0
2793,11934,NY,4.72,2644,0.0458835235477,121.0
2794,11935,NY,4.56,2190,0.0458835235477,100.0
2795,11937,NY,4.6,11751,0.0458835235477,539.0
2796,11939,NY,4.65,995,0.0458835235477,46.0
2797,11940,NY,4.73,1778,0.0458835235477,82.0
2798,11941,NY,4.73,379,0.0458835235477,17.0
2799,11942,NY,4.6,2411,0.0458835235477,111.0
2800,11944,NY,4.56,1795,0.0458835235477,82.0
2801,11946,NY,4.6,6982,0.0458835235477,320.0
2802,11948,NY,4.6,867,0.0458835235477,40.0
2803,11949,NY,4.58,3906,0.0458835235477,179.0
2804,11950,NY,4.72,5215,0.0458835235477,239.0
2805,11951,NY,4.72,5171,0.0458835235477,237.0
2806,11952,NY,4.6,2602,0.0458835235477,119.0
2807,11953,NY,4.62,2831,0.0458835235477,130.0
2808,11954,NY,4.65,3203,0.0458835235477,147.0
2809,11955,NY,4.72,509,0.0458835235477,23.0
2810,11957,NY,4.71,767,0.0458835235477,35.0
2811,11958,NY,4.56,319,0.0458835235477,15.0
2812,11959,NY,4.72,1398,0.0458835235477,64.0
2813,11960,NY,4.74,951,0.0458835235477,44.0
2814,11961,NY,4.62,3517,0.0458835235477,161.0
2815,11962,NY,4.66,762,0.0458835235477,35.0
2816,11963,NY,4.65,5259,0.0458835235477,241.0
2817,11964,NY,4.65,1900,0.0458835235477,87.0
2818,11965,NY,4.65,813,0.0458835235477,37.0
2819,11967,NY,4.72,8376,0.0458835235477,384.0
2820,11968,NY,4.67,7662,0.0458835235477,352.0
2821,11970,NY,4.6,400,0.0458835235477,18.0
2822,11971,NY,4.56,3944,0.0458835235477,181.0
2823,11972,NY,4.73,455,0.0458835235477,21.0
2824,11975,NY,4.66,590,0.0458835235477,27.0
2825,11976,NY,4.66,2032,0.0458835235477,93.0
2826,11977,NY,4.73,1363,0.0458835235477,63.0
2827,11978,NY,4.72,2798,0.0458835235477,128.0
2828,11980,NY,4.72,932,0.0458835235477,43.0
2829,12007,NY,4.47,32,0.0458835235477,1.0
2830,12008,NY,4.47,169,0.0458835235477,8.0
2831,12009,NY,4.41,2477,0.0458835235477,114.0
2832,12010,NY,4.3,7257,0.0458835235477,333.0
2833,12015,NY,4.43,1344,0.0458835235477,62.0
2834,12017,NY,4.36,242,0.0458835235477,11.0
2835,12018,NY,4.35,3114,0.0458835235477,143.0
2836,12019,NY,4.43,4710,0.0458835235477,216.0
2837,12020,NY,4.41,8184,0.0458835235477,376.0
2838,12022,NY,4.24,375,0.0458835235477,17.0
2839,12023,NY,4.33,893,0.0458835235477,41.0
2840,12024,NY,4.37,59,0.0458835235477,3.0
2841,12025,NY,4.24,2426,0.0458835235477,111.0
2842,12027,NY,4.44,1351,0.0458835235477,62.0
2843,12028,NY,4.34,313,0.0458835235477,14.0
2844,12029,NY,4.32,681,0.0458835235477,31.0
2845,12031,NY,4.27,37,0.0458835235477,2.0
2846,12032,NY,4.28,1160,0.0458835235477,53.0
2847,12033,NY,4.38,2371,0.0458835235477,109.0
2848,12035,NY,4.31,239,0.0458835235477,11.0
2849,12036,NY,4.22,104,0.0458835235477,5.0
2850,12037,NY,4.36,1446,0.0458835235477,66.0
2851,12041,NY,4.49,155,0.0458835235477,7.0
2852,12042,NY,4.48,131,0.0458835235477,6.0
2853,12043,NY,4.22,2284,0.0458835235477,105.0
2854,12046,NY,4.47,349,0.0458835235477,16.0
2855,12047,NY,4.45,3664,0.0458835235477,168.0
2856,12051,NY,4.42,1503,0.0458835235477,69.0
2857,12052,NY,4.36,675,0.0458835235477,31.0
2858,12053,NY,4.39,1653,0.0458835235477,76.0
2859,12054,NY,4.47,5033,0.0458835235477,231.0
2860,12056,NY,4.41,783,0.0458835235477,36.0
2861,12057,NY,4.29,792,0.0458835235477,36.0
2862,12058,NY,4.46,572,0.0458835235477,26.0
2863,12059,NY,4.42,865,0.0458835235477,40.0
2864,12060,NY,4.34,822,0.0458835235477,38.0
2865,12061,NY,4.37,2388,0.0458835235477,110.0
2866,12062,NY,4.34,558,0.0458835235477,26.0
2867,12063,NY,4.4,178,0.0458835235477,8.0
2868,12064,NY,4.22,198,0.0458835235477,9.0
2869,12065,NY,4.43,9712,0.0458835235477,446.0
2870,12066,NY,4.35,693,0.0458835235477,32.0
2871,12067,NY,4.47,435,0.0458835235477,20.0
2872,12068,NY,4.25,862,0.0458835235477,40.0
2873,12069,NY,4.35,59,0.0458835235477,3.0
2874,12070,NY,4.35,469,0.0458835235477,22.0
2875,12071,NY,4.29,135,0.0458835235477,6.0
2876,12072,NY,4.25,683,0.0458835235477,31.0
2877,12074,NY,4.24,1347,0.0458835235477,62.0
2878,12075,NY,4.4,1183,0.0458835235477,54.0
2879,12076,NY,4.21,1104,0.0458835235477,51.0
2880,12077,NY,4.43,1729,0.0458835235477,79.0
2881,12078,NY,4.32,6761,0.0458835235477,310.0
2882,12083,NY,4.45,1409,0.0458835235477,65.0
2883,12084,NY,4.48,539,0.0458835235477,25.0
2884,12086,NY,4.37,660,0.0458835235477,30.0
2885,12087,NY,4.47,325,0.0458835235477,15.0
2886,12090,NY,4.29,1680,0.0458835235477,77.0
2887,12092,NY,4.29,284,0.0458835235477,13.0
2888,12093,NY,4.17,982,0.0458835235477,45.0
2889,12094,NY,4.36,784,0.0458835235477,36.0
2890,12095,NY,4.26,3213,0.0458835235477,147.0
2891,12106,NY,4.38,953,0.0458835235477,44.0
2892,12108,NY,4.23,718,0.0458835235477,33.0
2893,12110,NY,4.48,5875,0.0458835235477,270.0
2894,12115,NY,4.37,151,0.0458835235477,7.0
2895,12116,NY,4.17,960,0.0458835235477,44.0
2896,12117,NY,4.24,1380,0.0458835235477,63.0
2897,12118,NY,4.43,2961,0.0458835235477,136.0
2898,12120,NY,4.42,309,0.0458835235477,14.0
2899,12121,NY,4.39,644,0.0458835235477,30.0
2900,12122,NY,4.29,2012,0.0458835235477,92.0
2901,12123,NY,4.37,1926,0.0458835235477,88.0
2902,12125,NY,4.28,621,0.0458835235477,28.0
2903,12130,NY,4.38,478,0.0458835235477,22.0
2904,12131,NY,4.35,89,0.0458835235477,4.0
2905,12134,NY,4.24,2444,0.0458835235477,112.0
2906,12136,NY,4.37,457,0.0458835235477,21.0
2907,12137,NY,4.39,660,0.0458835235477,30.0
2908,12138,NY,4.24,1608,0.0458835235477,74.0
2909,12139,NY,4.19,558,0.0458835235477,26.0
2910,12140,NY,4.36,556,0.0458835235477,26.0
2911,12143,NY,4.42,1569,0.0458835235477,72.0
2912,12144,NY,4.42,5097,0.0458835235477,234.0
2913,12147,NY,4.35,262,0.0458835235477,12.0
2914,12148,NY,4.47,1490,0.0458835235477,68.0
2915,12149,NY,4.22,784,0.0458835235477,36.0
2916,12150,NY,4.48,229,0.0458835235477,11.0
2917,12151,NY,4.43,266,0.0458835235477,12.0
2918,12153,NY,4.31,394,0.0458835235477,18.0
2919,12154,NY,4.36,900,0.0458835235477,41.0
2920,12155,NY,4.15,833,0.0458835235477,38.0
2921,12156,NY,4.38,296,0.0458835235477,14.0
2922,12157,NY,4.29,1646,0.0458835235477,76.0
2923,12158,NY,4.42,1767,0.0458835235477,81.0
2924,12159,NY,4.48,2123,0.0458835235477,97.0
2925,12160,NY,4.31,360,0.0458835235477,17.0
2926,12161,NY,4.47,58,0.0458835235477,3.0
2927,12164,NY,4.23,509,0.0458835235477,23.0
2928,12165,NY,4.36,87,0.0458835235477,4.0
2929,12166,NY,4.2,419,0.0458835235477,19.0
2930,12167,NY,4.2,1058,0.0458835235477,49.0
2931,12168,NY,4.28,682,0.0458835235477,31.0
2932,12169,NY,4.28,91,0.0458835235477,4.0
2933,12170,NY,4.37,1501,0.0458835235477,69.0
2934,12172,NY,4.44,50,0.0458835235477,2.0
2935,12173,NY,4.42,632,0.0458835235477,29.0
2936,12175,NY,4.22,434,0.0458835235477,20.0
2937,12176,NY,4.47,127,0.0458835235477,6.0
2938,12177,NY,4.35,286,0.0458835235477,13.0
2939,12180,NY,4.36,9330,0.0458835235477,428.0
2940,12182,NY,4.36,2733,0.0458835235477,125.0
2941,12183,NY,4.45,180,0.0458835235477,8.0
2942,12184,NY,4.37,2209,0.0458835235477,101.0
2943,12185,NY,4.36,766,0.0458835235477,35.0
2944,12186,NY,4.45,2319,0.0458835235477,106.0
2945,12187,NY,4.29,253,0.0458835235477,12.0
2946,12188,NY,4.44,2623,0.0458835235477,120.0
2947,12189,NY,4.45,2387,0.0458835235477,110.0
2948,12190,NY,4.23,668,0.0458835235477,31.0
2949,12192,NY,4.42,702,0.0458835235477,32.0
2950,12193,NY,4.42,723,0.0458835235477,33.0
2951,12194,NY,4.28,149,0.0458835235477,7.0
2952,12195,NY,4.34,63,0.0458835235477,3.0
2953,12196,NY,4.37,1083,0.0458835235477,50.0
2954,12197,NY,4.17,1067,0.0458835235477,49.0
2955,12198,NY,4.36,2618,0.0458835235477,120.0
2956,12202,NY,4.51,640,0.0458835235477,29.0
2957,12203,NY,4.48,6317,0.0458835235477,290.0
2958,12204,NY,4.48,1060,0.0458835235477,49.0
2959,12205,NY,4.48,8285,0.0458835235477,380.0
2960,12206,NY,4.48,1288,0.0458835235477,59.0
